카카오페이는 돼요?	삼성페이랑 다른 카드 결제는 되는데 카카오페이는 안돼요
돼지고기, 저거는 앞다릿살인가?	아니요, 돼지고기 뒷다리에요
단품하고 피자 두 판 시키는 거 하고 차이가 있나요?	피자나 토핑 양에 대해서는 차이가 없고요. 가격을 조금 할인해드립니다
아침에는요?	개학하면 좀 빠르고 방학하면 아홉 시요
네 그럼 아기 의자 준비해드릴까요?	그래주시면 감사하겠습니다
계란은 삶은 거예요?	맥반석 구운 계란이에요
제사라서 인절미를 한 되씩만 할까 싶어서 한 번 여쭤보는 거예요	떡을 주문하신다면 전화주세요
부위는 어느 부위에요?	다리 부분이에요
드시고 가시나요?	가져갈게요
메뉴 어떤 게 잘 나가요? 소개 좀 해주세요	제일 잘 나가는 거는 불고기예요
몇 분 정도 기다려야 해요?	10분 정도요
치킨 주문 좀 하려는데요	말씀해주세요
화장실 어디 있어요?	화장실은 2층에 있습니다
커피는 뭐가 잘 나가요?	아몬드 헤이즐넛이 가장 잘 나갑니다
네 드시고 가시나요 포장이신가요?	포장해주세요
1인분도 포장이 되나요?	1인분은 포장이 어렵습니다
카드 되나요?	카드 가능하세요
여기 혼자 먹을 수 있는 메뉴 있나?	여기 있는 메뉴 다 혼자 드실 수 있어요
네 전에 받은 쿠폰도 있어요	쿠폰 합쳐드릴게요
외동 배달되나요?	가능하세요
네 고객님 몇 분이시지요?	어른 다섯 명에 아이 한 명입니다
아니요 텀블러 가져오면 텀블러에 담아주시나요?	텀블러에 담아드려요
떡볶이 맵기는 어떻게 해드릴까요?	순한맛으로 주세요.
브레이크 타임은 언제?	세시부터 다섯시까지 평일에만 있습니다
여름에는 냉면도 하나 보네요 그렇죠	냉면 지금도 해요
물은 어디에 있나요?	물 이 쪽에 있어요
햄버거 세트 얼마죠	단품 가격에서 천원 더 받아요
고기 따로 곰국 따로 팔아요?	따로 팔아요
이거 다 오늘 나온 떡인가요?	오늘 아침에 나온 것들이에요
물비빔국수가 어떤 거예요?	그거는 하절기용이라서 지금은 안해요
우유식빵은 얼마예요?	우유 식빵은 2500원이에요
사과 얼만가요?	5개에 만원입니다
사골 끓이는 거 가스레인지에 해요?	사골은 일반 가스레인지에 끓이면 오래 걸려요
한 팩에 15000원인데요, 드릴까요?	골드 키위랑 딸기 여기 있어요.
여기 매생이 굴국밥은 매생이 많이 들어가요?	많이 넣어요
과자는 지금 바로 구매할 수 있나요?	과자 구매 가능하세요
몇 시부터 몇 시까지 해요?	열한 시부터 저녁 여덟시 반까지 해요
어떤 파우더에요?	밀크 파우더요
포장 잘 해주세요.	알겠습니다.
너무 오래걸리는데 혹시 방문 포장 가능하나요?	아뇨 배달 주문만 합니다
남으면 포장해가도 되지요?	그렇게 하세요
여기는 오픈한지 몇 년쯤 되셨어요?	한 이년 넘었어요
카푸치노 한 잔 주세요	카푸치노 한 잔 3500원입니다
목이 지금 칼칼하면서 안 좋은데 어떤 거 마시면 좋을까요?	시원하게 페퍼민트 드시는거 추천드려요
삼선짜장은 뭐 들어가요?	해물이요
맛은 치즈 맛인데?	치즈 맛인데, 안 달아요
바게트 언제 나와요?	바게트는 오후에 나와요
네 포인트 적립됐어요?	영수증 밑에 보시면 포인트 적혀있어요
머랭도 직접 구우셨죠?	저희는 머랭도 직접 다 만들어요
딸기 한 팩이랑 귤 한 바구니 카드로 결제할게요	카드 결제 도와드릴께요.
따뜻한 걸로 드릴까요?	따뜻한 걸로 주세요
포장으로 바꿔도 될까요	금방 해드릴게요
순대 서비스 가능할까요?	여기 포장 다 됐습니다
떡국 이런 것도 먹을 수 없다 그죠?	떡국은 메뉴에 없어요
바나나는 얼마씩 해요?	바나나는 한 송이 오천 원이에요.
이 명태 딱딱해요?	아뇨, 안 딱딱해요
한라봉 한 개 가격이 얼마죠?	상처 난 건 1000원이고, 멀쩡한 건 1500원이에요.
아포가토 주문 가능한가요?	지금 아이스크림이 없어 주문 불가합니다
배달은 안 되나요?	멀리는 안 돼요
아니요 일단 테이크아웃으로 주세요	4900원 입니다
커피 중에 우유는 안들어가는데 달콤한게 있나요?	아메리카노에 시럽 추가하시는 걸 추천드릴게요
네 고객님 사이즈는 톨 사이즈 괜찮으신가요?	괜찮아요
드시고 가시나요?	테이크아웃 할 거예요
음료수 시켜야 되는 거예요?	그런데 서비스로 드릴게요
사과는 한 박스에 얼마에요?	사과는 한 박스에 사만오천 원이에요.
다른 거 더 필요하신 건 없으세요?	구이용 고기도 좀 필요해요
자리는 이쪽으로 옮겨주시겠어요?	그래요? 금방 먹고 갈 건데
저것도 목살이에요?	아니요, 저건 채끝등심이에요
더치커피는 그냥 아메리카노 처럼 돼있나요?	일반 아메리카노보다는 조금 더 연해요
여기 큰 초코 케이크는 얼마인가요?	큰 초코 케이크는 3만 원이에요
아메리카노 따뜻한 거 하나 주세요	삼천 원 결제해드리겠습니다
오늘은 모둠전이 없네요?	좀 전에 다 나갔어요
영수증 드릴까요?	알겠습니다
요즘 배달비 따로 있나요?	2천원 있습니다
가격은?	마카롱은 2000원입니다
설탕말고 시럽은 없어요?	뜨거운 라떼는 설탕이 잘 녹아서 설탕만 녹여도 맛있어요
달지 않은 따뜻한 음료 뭐가 괜찮나요?	카푸치노랑 카페라떼는 시럽이 안 들어갑니다
아침에 주스로 갈아먹을 건데 흠집난 사과는 안 파시나요?	흠집있는 사과는 5개에 천 원이에요.
삼겹살 양은 얼마나 드릴까요?	삼겹살 800g 주세요
마카롱 2박스 포장해주세요	잘 팔리는 것들로 담아드릴게요
사이드 메뉴 와인으로 변경 가능한가요?	감사합니다
적립도 해주세요	알겠습니다
요즘 좀 많이 해가는 떡이 어떤 떡이에요	영양떡이요.
오케이 캐시백 적립 되나요?	쿠폰 결제는 적립이 불가합니다
드시고 가시나요?	포장해드릴게요
음료는 무엇으로 드릴까요?	제로콜라 부탁드립니다
냉장 보관이고 냉동 들어가면 안 되죠?	냉동은 안 되고 다른 거는 오륙일씩 놔둬도 괜찮아요.
뭐가 잘 나가요?	비빔 하나 유부 하나요
머핀은 얼마에요?	베이글과 동일하게 2000원입니다
삼성페이 가능한가요?	그럼요.
그래도 세트로 하는게 나아요 어때요?	지금 세트로 하시면 원래 가격보다 좀 저렴하게 사실 수 있으세요
담백한 거 먹으려고 하면 뭐 먹어야 돼요?	국물은 다 같아서 좋아하시는 거 드시면 돼요
커피종류는 어떤 거 있어요	일반 커피류도 있고 비엔나 커피도 있습니다
딸기 있나요?	딸기 있어요.
네 수고하십니다 죄송하지만 배달을 몇 시부터 몇 시까지 하시나요?	저희들이 오전에는 열한시부터 고요 저녁에 마감은 한신데 보통 한 12시 한 40분 정도 되면 끝나요
크림소스에다가 약간 짤박하게 나와요?	너구리 자체가 매콤해서 매콤한 맛이에요
소스 추가 구매 하고 싶어요	매운양념 마요네즈 머스타스 소스 준비되어있습니다
고등어 김치찜 한 팩에 얼마에요?	작은 건 7천 원이고, 큰 건 만 원이에요
포크 우동은 뭐예요?	포크 우동은 기본 하얀색 우동이에요
나물 가운데 꺼 하나 오른쪽 꺼 하나 주세요	가운데 거랑 오른쪽 거 하나 씩이요
어떤 거요?	청송 사과 한 박스에 삼만칠천 원이에요.
목살 썰어드릴까요?	썰어주세요
약과는 얼마예요	두 개 천 원입니다.
자바칩 프라푸치노 얼마에요?	6100원입니다
카드 결제 되죠?	가능합니다
몇 시부터 몇 시까지 배달돼요?	아마 열한시부터 열한시까지요
얼마예요?	만 삼천 원이요
추천 메뉴는 무엇인가요?	오늘의 추천 메뉴는 돈가스입니다
네 초 준비해드릴까요?	23살 이에요
저는 한 샷 반 정도가 좋은 거 같아요	저희 매장은 큰 잔이어서 투 샷 들어가도 괜찮으실거에요
그럼 한 근은 얼마인가요?	돼지고기 한 근은 1만원입니다
혼자 왔는데 뭐가 잘 나가요? 뭐가 맛있어요?	여자분들은 순대국밥 많이 드세요
삼겹살, 목살 반반 줄 수 없나?	삼겹살, 목살 반반 되죠. 한 근씩 담아드릴게요
레몬 차는 가루로 타주는 거예요?	레몬 차에는 레몬 농축액이 들어갑니다
어느 부분 찾으세요?	제비추리요
주로 잘 나가는 거는 어떤 건가요?	기본적으로 등심 돈가스가 잘 나가고요 철판 돈가스도 많이 드세요
제일 잘 나가는 빵이 뭔가요?	이쪽 코너에 있는 바게트 시리즈가 제일 잘 나가요
원래는 투 샷이에요?	원래 투 샷입니다
딸기 맛있어요?	소문난 담양 딸기라 당도가 높아서 아주 맛있어요.
일요일에도 열어요?	일요일도 영업합니다
몇 명 정도 들어갈 수 있어요?	8분 10분 들어갈 수 있습니다
이거는 백설기인가요?	백설기 방금 나와서 따뜻해요
죄송하지만 콜라 얼음 넣지 말고 그냥 콜라 주세요	원래 포장 얼음 안 넣어 드려요
그럼 가격은요?	가격은 22900원입니다
카드 여기 있습니다	카드 결제할게요
당도는 어떻게 할까요?	당도는 삼십정도 해주세요
영수증 주세요	영수증, 오늘의 커피랑 아이스 아메리카노 준비해드리겠습니다
아메리카노 아이스 한 잔만 줄 수 있어요?	아이스 아메리카노 한 잔 준비해드리겠습니다
스테이크는 어떻게 나와요?	샐러드하고 감자튀김이 같이 나옵니다
콜드 폼 카푸치노는 뭐에요?	콜드 폼 카푸치노는 샷이 좀 진하게 들어가고 위에 쫀득한 폼 올라가서 괜찮아요
돌잔치 답례떡 주문하려고 하는데 가능한가요?	가능합니다
불고기 덮밥이 있다고요?	불고기 덮밥은 구천원이고요
5만원권인데 괜찮은가요?	상관없습니다
몇시까지 하시는데요	10시까지 해요.
어서 오세요 누가 더 오시나요?	혼자 앉을 건데
계산은 카드 가능한가요?	카드 계산 가능해요
이건 보리찰떡인가요?	안에 팥이 들어있는 보리찰떡입니다
야끼 쟁반은 쟁반으로 나와서 2인분이에요?	맞아요
월계수잎 필요하시면 서비스로 제공해 드릴게요	삼겹살과 같이 넣어 드릴게요
아라비아타 파스타는 재료가 뭐 뭐 들어가요?	기본 토마토 베이스에 맵게 해서 소시지가 들어갔습니다
시루떡 있나요?	있습니다
혹시 여기 주차했는데 뭐 되나요?	주차는 나가시면서 영수증 보여주시면 됩니다
차가운 음료 따뜻한 음료 어떤 거로 드릴까요?	차가운 걸로 주세요
적립도 되나보네요?	드실 때마다 한 개씩 찍어드리고 열 개 채우시면 아메리카노 하나 드립니다
아메리카노 한 잔에 얼마죠?	3000원입니다
짬뽕에 돼지고기 이런 거 들어가요?	들어가요
어떤 떡으로 하실 건가요?	인절미 2000원짜리 주세요
이 떡 얼마예요?	이 떡 가격은 삼천원이에요
딸기 달아요?	딸기가 아주 달아요.
카드결제도 가능한가요?	카드결제 가능합니다.
그럼 공기밥 하나 더 주세요	알겠습니다
감자탕 고기는 봉지로만 파나요?	원하는 금액에 맞춰서 담아 드릴게요
세꼬시는 어떻게 먹는건가요?	뼈랑 같이 드시면 됩니다
커피는 뭐가 맛잇어요?	시럽 조금 들어가는거 좋으시면 바닐라라떼나 헤이즐넛라떼하시면 돼요
야채 뭐뭐 들어가요?	계란 어묵 단무지 당근 우엉 시금치 여섯 가지요
빨리 먹을 수 있나요?	약 삼십분 걸립니다
사과 5000원치만 주실 수 있나요?	가능합니다.
네 매운 짬뽕은 아주 맵게 해서 주세요	더 맵게요
메가리카노는 뭐예요?	사이즈가 1리터되는 커피예요
사장님, 명절에 쓸 떡 있잖아요. 시루떡 한 되에 얼마쯤 해요?	시루떡 가격은 한 되에 만 팔천 원이에요
케이크는 이 종류가 다에요?	지금 여기 있는 케이크가 다예요
지금 버거 행사하는 거 있나요?	지금 콰트로 지츠 와퍼 단품 구매하시면 세트로 무료 사이즈업 가능하세요
휴무날은 없어요?	따로 없어요
커피 가격이 1000원이에요?	1000원 맞아요
매장 안에서 드실 건가요?	멤버십 카드와 결제수단 함께 제시해 주세요
주말에는?	이단지 안에 가면은 아파트 거기 가시면 여유가 좀 있어요
레몬유자차하고 유자차하고 차이점이 뭐예요?	레몬유자차는 레몬청과 유자청이 모두 들어가고, 유자차는 유자청만 들어갑니다
베이커리도 하시나 봐요?	케이크 종류는 팔고 있습니다
이거 이벤트는 사진 찍어서 페이스북이나 인스타에만 올려야 돼요? 카카오스토리에는 올리면 안 돼요?	카카오스토리는 요즘 사용을 거의 안 하셔서요
아 네 돼지고기요?	돼지고기요
네 얼마에요?	21000원입니다
둘 다 따뜻하게 드릴까요	아메리카노는 아이스로 초코 라테는 아이가 먹을 거라 미지근하게 해주세요
구이용 보시나요?	오늘 구워먹으려고요
주문해서 일찍 좀 갖다 달라고 하면 갖다줄 수 있나요	퀵 하시면 돼요. 저희가 따로 배달은 안 해요
맵지는 않죠?	안 매워요
텀블러 가져오면 따로 할인이 되나요?	텀블러 할인은 따로 없는데, 테이크 아웃 하시면 무조건 천원씩 할인이 돼요
쌀 없이 주문하면 며칠 걸려요? 여기 쌀로 쓰면요	떡 나오는데 하루 걸려요. 내일 쓰실 거면 오늘 주문하셔야 해요
치즈버거 세트는 얼마인가요?	8000원입니다
수제 쿠키 이런 건 얼마씩 해요?	쿠키는 개당 천 원이에요
바나나 언제 들어와요?	바나나는 설 지나고 들어올 거에요.
따뜻한 걸로 드릴까요?	따뜻한 걸로요
꼬막은요?	꼬막도 삼천 원이에요
여기 물은 이거 녹차에요?	보리차에요
이걸로 드릴까요?	그럼 2팩 주세요
이 쿠폰 결제하려고 하는데 그러면 결제가 안 되나요?	케이크를 다른 케이크로 고르 실 수 있어요
매장에서 다 못먹으면 어떻게 하나요?	매장에서 드시다가 다 못드시면 테이크 아웃 잔으로 옮겨 드려요
케이크는 그냥 상온에 두면 며칠 정도 보관 가능해요?	이 케이크는 상온에 보관하시면 안돼요
아 칼 넣어 주시고 그러면 사이드 메뉴로 지금 나오는 게 감자밖에 없죠?	감자랑 콜라랑 나가요
한 개씩 드릴까요?	그거 세트 하면 5000원이죠? 그거 하고 콜라 하나 하고요
어떤 커피로 드릴까요?	아메리카노 주세요
주문 할려구요	주문 받겠습니다
대충이라도 아침에?	아침에 여섯시 반쯤에 열어요
배달도 되죠?	상인동 배달되요
언제까지 갖다 드리면 될까요?	다음 주 목요일까지 떡 가져다주세요.
그 빵은 뭐에요?	고구마 빵이에요
많이 뜨거운가요?	조금 뜨거우니 누르거나 기울이지 마세요
네 드시고 가시나요?	먹고갈게요
네 해피포인트 카드 있으세요?	적립 해드렸습니다
전화로 케익 예약도 가능한가요?	가능합니다
계산해주세요	구천원입니다
봉골레하고 치킨빠네 주세요	봉골레와 빠네 드리께요
따뜻한거 맞으세요?	따뜻한 걸로 주세요
화장실은 어디있어요?	여기 있어요 화장지도 여기 있어요
공용에 차 대면 여기서 쿠폰을 주시는 거예요?	무료입니다
치토스 치킨이 어떤 거예요?	치토스 치킨은 치토스 과자 가루를 치킨 위에 뿌리는 거예요
혹시 여기 주문하려면 내일 서른 개 먹는다 하면 언제쯤 시켜야 하나요?	그 전날 말씀해주셔도 되고 한 시간 전에 미리 말씀해주셔도 삼십 개는 금방 만들어요
계추하면 주로 어떤거 많이 먹어요?	열 명이면 세트 위주로 시키는게 나으실 거에요. 3인 기준이라 한 3 세트 정도 드셔보시고 부족하시면 더 추가하시면 되구요
이 떡은 국산 쌀로 만들어요?	이 떡은 예천 쌀로 만들어요
소주도 추가요	기다리세요
그럼 밤라떼 하나 주세요	잠시만 기다려주세요
소 사이즈 드릴까요?	아뇨 대 사이즈요
우족, 썰어도 주시나요?	원하시면 우족은 썰어 드립니다
그럼 3단계는 얼마나 맵죠?	신라면이랑 맵기가 비슷하다고 보시면 되세요
그럼 볶음밥 하나랑 자장면 두개 배달해주세요	30분 정도 걸릴겁니다
귤 얼마에요?	3킬로, 5킬로 짜리가 있는데 어떤 거를 드릴까요?
총 얼마죠?	만 이천원만 주세요
사이즈는 어떤 걸로 드릴까요?	작은 사이즈로 부탁드려요
종류는 어떤 게 있나요 치킨이?	후라이드 양념 간장 그런 거 있어요
많이 기다려야 되죠?	여기 자리있어요 치우면 바로 앉으시면 돼요
유리잔에 주세요	계산해드리겠습니다
포장하시겠어요?	먹고 갈 건데요
몇분예약하셨나요?	2명이요
어린이세트는 장난감이 남아있나요?	2,3번 남아있습니다
내일 세시에 맞춰서 와야겠네요?	내일 그럼 평소보다 마늘빵을 많이 만들어놓을게요
디저트 사이다 먼저 주시면 안 돼요?	가져다 드릴게요
삼겹살 얼마나 드릴까요?	명 가족이 삼겹살 구워 먹을 거예요
이거 2호 얼마에요?	2호는 3만 5천 원이에요
아메리치노가 무슨 말이에요?	아메리카노와 맛은 똑같은데 아메리치노에는 우유 거품이 아닌 커피 거품층이 있어요
드시고 가시나요?	포장이요
제일 싼 반찬이 뭔가요?	저희는 가격이 다 똑같아요
이 기프티콘 사용되나요?	기프티콘 금액이 결제금액보다 커서 안돼요
빵은 직접 만든거예요?	빵은 직접 만들어서 판매합니다
보관은 어떻게 해요?	천천히 두고 드실 거면 냉동 보관하시는 게 좋아요
주소가 어디신가요?	경기도 성남시 분당구 정자동 11-1 현대아파트 11동 1111호 입니다
여기 보니까 이거랑 로스카츠 정식 이거는 얼마예요?	이거는 오천 원요
차돌박이 수입은 가격도 더 싸죠?	수입 차돌박이는 많이 싸요
마시다가 나가야 하면 어떻게 하나요?	테이크 아웃 잔에 옮겨 담아 드리겠습니다
차이티 라떼는 단 맛 조절이 가능해요?	차이티 라떼는 단 맛 조절이 가능합니다
가격은 어떻게해예?	양념하고 간장은 5세트하면 23000원 마늘치킨은 따로 19000원이에요
블랙 밀크티는 그럼 따뜻하게는 안돼요?	따뜻하게 됩니다
계추 하면 미리 연락하고 와야 해요?	미리 연락 주세요
자바칩 추가하면 얼마 더 내야 돼요?	500원 추가로 내시면 됩니다
메뉴판 있어요?	가져다드릴게요
결제는 그러면 카드로 하나요 아니면 현금?	카드나 현금이나 원하는 대로 하시면 됩니다
반틈은 안돼요?	반만 조리가 안됩니다
김밥 순대 떡복이 포장가능한가요?	김밥과 떡복이는 가능한데 순대는 다 떨어졌어요
4명이서 먹을 수 있는 크기예요?	4명 충분한 크기예요
어떤 롤빵이 좀 더 부드러울까? 안 먹어봐가지고 전 잘 몰라서요	롤 종류는 다 부드러워요
포장 부탁드릴게요	4400원 결제 도와드릴게요
건성 핸드크림도 추천해주시겠어요?	알로에 핸드크림이 가장 좋아요
테이크아웃은 더 싸요?	가격은 똑같이 이천 원입니다
하나 카드는 안돼요	여기있어요
찹쌀떡은 1팩에 얼마인가요?	3000원에 드릴게요
그럼 한우 갈비살은 g당 얼마인가요?	g당 18000원이에요
지금 보쌈 주문 되나요?	주문됩니다
아기의자 대여 가능한가요?	가능합니다
포장은 따로 되고?	포장은 하시게 되면 포장 용기가 따로 있거든요
코스는 뭐에요?	맨 앞면에 보시면 코스요리 가격별로 있거든요
짜장면 곱배기로 가능할까요?	가능합니다.
쑥떡 사려고 하는데 이 정도에 얼마인가요?	8000원입니다
사장님 잡채는 저 볶을때 한 번 삶아서 볶죠?	한 번 삶아서 볶으면 돼요
포인트 적립 이런 건 없죠?	포인트는 따로 없고 현금 적립하시면 스탬프 쿠폰은 나가요
브레이크 타임도 있어요?	세 시부터 다섯 시까지 두시 반까지 마지막 주문 받아요
빵 이렇게 3개랑 아이스 아메리카노 한 잔 주세요	잠시만 기다려주세요
케이크는 집까지 배달돼요?	케이크 배달은 미리 말씀하셔야 해요
3팩에 5천 원 하는 떡은 여기 진열된 제품 중에 선택하면 되나요?	선택하시면 됩니다
쌀을 그럼 불려가 갖고 와요, 그냥 갖고 와요?	안 불린 쌀을 가지고 오세요
돼지고기 찌갯거리요?	돼지고기 찌갯거리요
그럼 저는 8단계로 주세요	잠시만 기다려주세요
이 딸기가 제일 큰 딸기죠?	딸기 중에 제일 큰 딸기예요
점심 때는 몇 시에 문 여세요?	보통 11시부터 하지요
남은 식빵 있나요?	우유 식빵이랑 초코 식빵 남았어요
요거랑 앞에 꺼랑 똑같은 거예요?	옆으로 놓인 것이 같은 거에요
A코스 2인 주세요	알겠습니다
쪽파는 한 단에 얼마에요?	쪽파는 한 단에 육천 원이에요.
아니요 이거 현금영수증 부탁드려요	번호 찍어주세요
화장실 어디 있어요?	오른편이요
거기 중국집  사천성 맞나요?	사천성 맞습니다
빵이랑 우유, 계산해주세요	멜론 빵 1개, 우유 1개, 결제해드릴게요
뭐가 맛있어요?	짜장면이 맛있죠
주소는 서울시 성동구 성수동1가 99-99 1001입니다	감사합니다
더 필요하신 건 없으신가요?	가격이 궁금하네요
도넛이 다 많이 나갔네요?	도넛은 원래 많이 나가요
적립 하나 만들어 주세요	전화번호 입력해 주세요
딸기는 1kg에 얼마인가요?	딸기는 1kg에 8000원이에요.
얼마인가요?	3500원이세요
차는 어디에 세울 수 있어요?	주차장은 따로 없고 타워 맞은편 주차 라인이나 상가 앞에 세우셔야 해요
김밥 한줄과 감자튀김도 되나요?	둘 다 됩니다
소꼬리 말씀하시나요?	소꼬리요
등심을 돈까스 재료로 좀 부드럽게 하려면 두드려야되나요?	그런데 그건 하기 나름이에요. 두드리셔도 돼고 눌러주는 기계로 하실 수도 있구요
카페 비엔나는 뭐예요?	카페 비엔나는 아메리카노 위에 휘핑크림이 올라간 음료입니다
좀 큰 오렌지는 얼마예요?	오렌지 만 원이에요
딸기는 얼마에요?	딸기는 한 팩에 만원이에요.
오징어 초무침은 많이 새그러워예?	오징어 초무침은 지금 떨어졌어요
칼집 삼겹살 한 근 주세요	칼집 삼겹살, 항정살 한 근씩, 총 20000원이에요
안녕하세요 여기 케이크 이게 호두 아몬드 파티 이거는 지름이 몇 센치에요?	한 3호 정도 사이즈에요
적립 같은건 안 해요?	적립 쿠폰이 있습니다
캔콜라 이거만 무료로 줘요?	그리고 단체하시면 배달은 매장에서 바로 포장해 드려요
아메리카노 차가운 걸로 드릴까요?	따뜻한 걸로 주세요
큰 가방 없죠?	종이가방에 넣어 드릴게요
인크레더블 이것도 고기가 닭고기 들어가요?	닭 다리 살, 닭 가슴살 이렇게 두 개 들어 있어요
한 박스에 몇 개 들어있어요?	개수가 아니라 킬로로해요. 한 박스에 5키로에요.
그럼 크림소스스파게티 하나랑 치킨 양념반 오리지날반으로 갖다주세요	30분정도 걸릴겁니다
식빵 언제 나왔어요?	식빵은 방금 나왔어요
네 어떤 떡으로 예약해드릴까요?	돌떡이 필요한데요 백설기 2되랑 답례떡 100세트 주문하려고요
홍합같은 거 안 들어가고요?	홍합은 홍합짬뽕 시키셔야 돼요
케이크 말씀하시는 거 맞으세요?	네모난 케이크요
그럼 이걸 어떻게 시켜야 돼요?	하나 시키면 두 개가 2천 원씩이에요 보통 1인분이 8개에서 10개니까 우동 하나 4천 원 해서 같이 드셔도 되고요
블랙 밀크티는 뭐에요?	홍차에 우유를 갈아 태워서 마시는 음료인데 손님들이 그 걸 가장 많이 드세요
제사상에 한라봉도 올리나요?	상관없이 다 올려요. 밤, 대추, 사과, 배, 감 이렇게 기본적으로 올리고, 그 옆으로 다른 과일들도 다 올려요
밑반찬 뭐 뭐 있어요?	장조림, 마른 반찬 다양하게 있어요
얼마에요?	사과는 한 바구니에 5000원이에요.
접시 하나만 주세요	이거 옆에 있어요
뭐 더 필요하세요?	아니에요
먹을려고 하는데 뭐가 괜찮아요?	면은 한 4분정도 걸리고 밥은 5분 정도 걸려요
수입 소고기는 행사 안 해요?	한우만 행사 중이에요
인절미는 얼마에요?	한 팩에 오천 원씩이요
큰거 2개, 작은거 2개 넣어 드려도 될까요?	그렇게 주세요.
10분만 지났는데 아예 불가능한가요?	힘들 것 같습니다
여깄어요 오래걸려요?	표시되면 가지러 오시면 돼요 5분에서 10분 걸립니다.
포장이세요?	먹고 갈 건데요
화장실은 어디 있어요?	뒤로 나가서 왼쪽에요
계산해주세요	계산 도와드리겠습니다 만 원입니다
술도 하신다 그죠?	술도 팔죠
혹시 추가되는 배달비가 있나요?	추가되는 배달비 없습니다
그리고 디저트도 제공되나요?	저희 디저트는 따로 없어요
메뉴에 딸기 어디 있죠?	딸기는 계절과일이라고 있어요
사각 쿠키, 한 박스에 몇 개가 들었죠?	한 박스에 사각 쿠키가 20개 정도 들어 있어요
몇 세트나 필요하신가요?	50세트면 될 거 같아요
하나만 포장해주세요	사천 오백 원 결제 도와드릴게요
저번에 그 반찬이 없네요?	저희는 매일 반찬이 새롭게 바뀝니다
시즌 메뉴와 함께 구성되어 있는 세트 메뉴가 있나요?	치즈 케이크와 시즌 메뉴 두 잔으로 구성된 세트 메뉴 있습니다
닭개장하고 닭곰탕하고 이거는 세트로 파나요?	세트로 하시면 하나랑 같이요
물은 셀프에요?	숭늉 드릴게요
라테 한잔 부탁드려요	빵이랑 같이 드릴게요
이건 얼마인가요?	4천원 입니다
불고기 거리 한 근, 이만원이에요?	불고기 거리 한 근은 이만원 맞아요
찌개용 고기를 이용해도 되나요?	기름진 부위를 좋아하시면 찌개용 고기 사용해도 됩니다
저기 주문은 기계로만 해야 돼요?	카드는 저기서 하시면 돼요
쌀 한 말에 가래떡 뽑을 수 있나요?	가능합니다
어느 게 잘 나가요 저기서?	돈가스도 잘나가고 정식도 잘나가요
이 사과는 언제 들어온 건가요?	오늘 아침에 들어온 싱싱한 거예요.
귤은 얼마예요	귤은 10개 3천 원이에요.
적립이나 할인은 없나요?	적립은 지금은 없고 3월 중순쯤 생길 예정입니다
방으로 된 곳은 없나요?	그럼 방으로 안내해 드릴게요
카드도 가능한가요?	카드는 수수료 10% 받아야 해요
가게 안내 책자 같은 거 있어요?	저기 있는 카탈로그 보셔도 되고, 인터넷에서 OOO 검색하셔도 보실 수 있으세요
그렇게까지 기다릴 수가 없어서 주문취소할게요 주문취소 가능한가요?	죄송합니다 주문취소 도와드릴게요
해산물은 어떤 거 들어가요?	해산물은 꽃게와 홍합이나 고기가 들어가요
요즘 과일 좋은게 뭔가요?	사과가 좋습니다
네 그럼 돈가스 하나 주세요	메뉴판 치워드릴게요
아메리카노랑 헤이즐넛 아메리카노의 차이가 뭐예요?	헤이즐넛 아메리카노는 헤이즐넛 시럽이 들어가 조금 더 달아요
김치찌개 하려면 오천원어치 정도면 충분하죠?	오천원어치면 두 분이 충분해요
주문은 저기 가서 해야 되나요?	주문 결정하시고 불러주시면 돼요
순수 에이드는 자몽과 오렌지 두 종류가 있는데, 어떤 걸로 드릴까요?	오렌지로 하나 주세요
단무지도 꼭 챙겨주시고요	또 오세요
안녕하세요. 케이크 종류는 어디 있나요?	케이크는 이쪽에 맛있는 거 정말 많아요. 저희 매장에서는 요즘 딸기케이크가 제일 잘나가요. 딸기 시즌이라서 딸기케이크에 딸기 들어가 있어서 궁합이 딱 맞아요.
가격대는 적혀있는 게 다예요 가격대는 두 가지 종류?	아니 이게 햄버거만이고 이게 세트메뉴입니다
몇 시까지 영업하세요?	오후 8시까지 영업해요.
처음 와서 몰라가 그런데 여자들이 잘 먹는 토핑은 어떤 거 넣으면 돼요?	보시면 에그마요 일 번하고 육 번 십구 번이 잘 나가요
에스프레소에 물이 얼마나 들어가나요?	에스프레소에는 물이 안들어가고 샷만 추출되는거예요
적립이나 할인카드는 되는가요?	아니오 안돼요
테이크아웃 해주시고 스탬프 적립돼요?	큰 사이즈만 스탬프 적립이 가능합니다
302번 송편이랑 인절미 주문하신 거 맞나요?	맞아요
얼마나 걸리나요?	지금 주문이 조금 밀려있어서 30분정도 걸리세요
케이크 사면 글씨 써 준다고 해서 왔는데 맞나요?	케이크에 메시지 써 드려요
고기는 레어 미디움 웰던 중에 어떻게 해드릴까요?	미디움레어로 해주세요
봉투 포장해주세요	봉툿값 100원 추가돼요
여기 뭐가 맛있어요?	콩나물무침이랑 간장게장이 맛있어요
아메리카노에 샷 추가하고 시럽도 조금 추가해 주세요	3300원이요
5900원 결제 도와드리겠습니다	여기 카드 있습니다
바닐라 라테는 얼마인가요?	4천 원입니다
